Huvudrubrik,Avsnitt,KVÅ-kod,Titel/Kodtext,Beskrivningstext
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA008,Träning av psykomotoriska funktioner,Träning av specifika psykiska funktioner för kontroll över motoriska och psykologiska händelser på kroppsnivå. ICF b147
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA009,Stöd vid oro,Reducera oro genom förhållningssätt och fysisk psykisk närvaro. ICF b152
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA010,Perceptionsträning,Träning i att känna igen och tolka sinnesstimuli. ICF b156
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA011,Kognitiv funktionsträning,"Träning av psykiska funktioner som beslutsfattande, abstrakt tänkande, planering och utförande av planer, mental flexibilitet och att fatta beslut om vilket beteende som är påkallat under vilka omständigheter, ofta benämnda exekutiva funktioner. ICF b164"
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA012,Afasiträning,Träning i att känna igen och använda talat och skrivet språk. ICF b167
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA013,Apraxiträning,Träning i att organisera och samordna sammansatta målinriktade rörelser. ICF b176
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA014,Kroppsmedvetandeträning,"Träning i att förbättra den medvetna och omedvetna uppfattningen om kroppen, kroppsbild. Yoga, qigong, Rytm & Rörelse, KROK ingår. ICF b180"
Behandling/Åtgärdande,Behandling relaterad till psykiska funktioner,QA015,Självbildsträning,Träning i att ompröva skeva tankemönster och att se realistiskt på sig själv och omgivningen. ICF b180
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB001,Balansträning,Träning i att bibehålla balans eller kompensera för eventuell falltendens. ICF b235
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB002,Yrselträning,Träning i att hantera och minska yrsel. ICF b240
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB003,Fallprevention,"Förebyggande åtgärder för att minimera risken för fallskada. Innefattar fallskyddsträning, information och rådgivning, anpassning av omgivningen, ökad uppmärksamhet. Specifika åtgärder kan registreras separat. ICF b240"
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB007,Massage,"Taktil stimulering, beröring, klassisk och andra former av massage, mjukdelsmobilisering och mjukdelsbehandling samt triggerpunktbehandling. ICF b280"
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB008,Smärtreducerande behandling,"Behandling med redskap såsom avlastad träning, viloställningar, avspänning, kroppsmedvetande- och/eller kroppskännedomsträning, bassängbehandling, ortoser, ergonomiska insatser i form av anpassat arbetssätt och anpassningar i miljön. Icke farmakologisk åtgärd. ICF b280"
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB009,Träning av smakfunktion,"Träning och stimulering av sinnesfunktioner avseende att uppfatta beskt, sött, salt, surt. ICF b250"
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB010,Träning av luktfunktion,Träning och stimulering av sinnesfunktioner avseende att uppfatta lukter och dofter. ICF b255
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,QB011,Fysikalisk behandling,"Behandling med värme, kyla, ultraljud och/eller vatten i smärtreducerande eller muskelstimulerande syfte. ICF b280"
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,DA001,Akupunktur,Behandling där nålar sätts i speciella s.k. akupunkturpunkter varigenom kroppsegna mekanismer aktiveras. I behandlingen ingår planering och kontinuerlig utvärdering
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,DA021,Transkutan elektrisk nervstimulering (TENS),Utprovning och/eller kontroll av TENS-behandling
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,DC011,Ögonspolning,Avser yttre sköljning av ögat exempelvis för att avlägsna främmande kropp eller för att undvika frätskador. Se även CBC10 Avlägsnande av främmande kropp i ögonlock
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,DD002,Avlägsnande av vaxpropp (exkl. spolning),Inkluderar även rengöring av hörselgång. Se även DD019 Öronspolning
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,DD019,Öronspolning,-
Behandling/Åtgärdande,Behandling av sinnesfunktioner och smärta,GA030,Rengöring och skötsel av ögonprotes,-
Behandling/Åtgärdande,Behandling relaterad till röst- och talfunktioner,QC000,Behandling relaterad till röst- och talfunktioner,Träning av röst- och talfunktioner. Övergripande kod inom avsnittet ICF b310 - b399
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD002,Cirkulationsbefrämjande åtgärd,"Rörelseträning och lägesförändring för att öka det arteriella och/eller venösa blodflödet. Ingår: Träning av perifer cirkulation, icke-farmakologisk trombos- och ödemprofylax. ICF b415"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD004,Skötsel av central venkateter,"Skötsel av central venkateter och övervakning av funktion och tecken på komplikation, inklusive subkutan injektionsport. ICF b415"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD005,Skötsel av perifer venkateter,"Skötsel av perifer venkateter och övervakning av venkateterns funktion och tecken på komplikation, inklusive subkutan injektionsport. ICF b415"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD006,Lymfödembehandling,Lymfödembehandling innefattar såväl manuell som mekanisk behandling och behandling med strumpor och lindning. ICF b415
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD008,Övervakning av vitala tecken,"Övervakning av andning, cirkulation och medvetandegrad med eller utan instrument oavsett metod. ICF b420, b440, b110"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD009,Blodstillning,Minimering av blodförlust i samband med blödning. ICF b430
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD011,Övervakning av överkänslighetsreaktion,Övervakning av symtom och tecken i samband med överkänslighetsreaktion. ICF b435
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD012,Andningsträning,"Träning av nedsatt rörlighet, andningsdjup, andningsmuskelfunktion och andningsmönster samt instruktion i sekretmobiliserande tekniker och inhalationsteknik. Integrering av andning i kroppsmedvetandet inklusive aktiviteter i det dagliga livet. Inkluderar lägesändring. ICF b440, b445"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD013,Skötsel av endotrakeal eller trakeal tub,"Rengöring, byte, administrering av endotrakeal eller trakeal tub. ICF b445"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD014,Syrgasbehandling,Administrering av syrgas och övervakning av dess effekt. ICF b445
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD015,Träning av hostfunktion,"Manuell behandling, inlärning och träning av hostfunktion och med sekretpåverkan. ICF b450"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD016,Träning av fysisk prestationsförmåga,"Konditionsträning, uthållighetsträning, träning av tolerans för fysiskt arbete. ICF b455"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD017,Stöd vid användande av icke-invasiv ventilator (NIV),"Assistans vid icke-invasiv ventilering, t.ex. CPAP och BilevelPAP, administrerad genom exempelvis ansiktsmask, näsmask eller hjälm. Innefattar även applicering och skötsel (rengöring  m.m.). ICF b440, b445 "
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",QD018,Sekretmobilisering med hostmaskin,"Inställning, stöd vid användning av hostmaskin inkl. rengöring, ICF b450"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",DE001,Rensugning av övre luftvägar,Rensugning av bl.a. munhåla eller näshåla
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",DP005,Kompressionsbehandling,"Omfattar aktiviteter vid ödem som lindning, bandagering, utprovning av kompressionshandskar och kompressionsstrumpor. Omfattar ej lymfdränagebehandling"
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",DR029,"Transfusion, erytrocyter, allogen",-
Behandling/Åtgärdande,"Behandling relaterad till funktioner i hjärt-, kärl-, blodbildnings-, andnings- och immunologiska system",GD015,Klinisk undersökning i samband med förväntat dödsfall,"Klinisk undersökning vid förväntat dödsfall enligt SOSFS 2005:10 3 kap. 1-2 §, utförd av legitimerad sjuksköterska. ICF b410, b440. Utesluter: Konstaterande av dödsfall, se GD006; Omhändertagande av avliden, se QX007. "
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE005,Underlättande av sväljning,"Underlättande av sväljning och minskning av risken för aspiration genom t.ex. anpassning av födans konsistens, instruktion om kroppsställning. ICF b510"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE006,Stöd för regelbunden tarmtömning,"Upprättande och underhåll av en regelbunden tarmtömning, inklusive användning av laxativ. ICF b525"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE007,Övervakning av avföringsmönster,"Övervakning av avföringen med avseende på t.ex. frekvens, mängd, konsistens och lukt. ICF b525"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE009,Stöd för viktminskning,"Underlättande av viktnedgång genom att ge information, uppmuntran, sätta mål för minskningen samt utveckla en daglig diet. ICF b530"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE010,Stöd för viktökning,"Underlättande av viktuppgång genom att ge information, uppmuntran, sätta mål för ökningen samt utveckla en daglig diet. ICF b530"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE013,Stöd vid illamående/kräkning,Psykologiskt stöd genom närvaro samt konkret fysisk hjälp i samband med illamående och kräkning. Anpassning av måltidsvanor och val av mat för att minimera risken för illamående. ICF b535
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE014,Övervakning och korrigering av saltbalansen,Övervakning av elektrolytstatus samt påverkan på saltbalansen genom tillförsel eller begränsning av intag av t.ex. natrium och kalium i kosten eller via intravenös tillförsel av vätska. ICF b540
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE015,Övervakning av blodsockernivå,"Övervakning av blodsockernivå över tid i relation till medicinering, födointag och aktivitet. ICF b540"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE016,Övervakning av kroppstemperatur,Övervakning av kroppstemperatur över tid. ICF b550
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE021,Stöd för bibehållande av vikt,"Underlättande av bibehållande av vikt genom att ge information, uppmuntran, sätta mål för bibehållande av vikt samt utveckla en daglig diet. ICF b530"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",QE025,Rådgivning och information om tarmdysfunktion,"Rådgivande samtal och information om tarmfunktion, samt påverkansfaktorer exempelvis kost- och vätskeintag, toalettvanor, hygien, övervikt, rökning, alkohol, kläder och omgivningen i relation till tarmdysfunktion. ICF b525"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DB002,Insulininsättning hos typ-2-diabetiker,"Individuell undervisning som syftar till att ge basala kunskaper om blodsockerreglering, injektionsteknik, blodsockertestning m.m. Åtgärdskoden används endast under första månaden efter insulininsättningen"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DB010 ,Byte av självhäftande glukossensor ,Applicering och byte av blodsockermätare på huden
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DJ009,Lavemang,Avser vatten- eller oljelavemang. Utesluter: Rektal läkemedelstillförsel DT020. Faecestransplantation DJ017
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DJ010,"Nutritionsbehandling, enteral näringstillförsel via sond","Ordination och uppföljning av enteral näringstillförsel (via sond). För förskrivning av näringsprodukter, se DV025, vid sondmatning, se DV065"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DJ011,Skötsel och kontroll av tarmstomi,"Tillsyn, skötsel (exempelvis byte av förband, inspektion, tvättning och smörjning runt stomin) och eventuellt spolning av stomin. Rådgivning"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DJ030,Inläggande av fekalkateter,-
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DJ031,Byte av fekalkateter,-
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DJ032,Avlägsnande av fekalkateter,-
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV051,"Nutritionsbehandling, individuellt anpassad kost","Ordination och uppföljning av behandling med individuellt anpassad kost inklusive anpassad måltidsordning. Utesluter: Nutritionsbehandling, specialkost (DV139)"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV052,"Nutritionsbehandling, konsistensanpassning",Ordination och uppföljning av behandling konsistensanpassad kost
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV054,"Nutritionsbehandling, lågkaloridieter",Ordination och uppföljning av behandling med VLCD/LCD. (Very low calori diets / low calori diets)
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV055,"Nutritionsbehandling, parenteral näringstillförsel",Start och uppföljning av parenteral näringstillförsel inklusive eventuellt tillskott av näringsämne
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV065,Sondmatning,"Tillförsel av näring genom sond till magsäcken. Vid åtgärd utförd med stöd av fastspänning, se XU034. Vid åtgärd utförd med stöd av fasthållande, se XU024 "
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV137,"Nutritionsbehandling, kosttillägg",Ordination och uppföljning av behandling med kosttillägg
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV138,"Nutritionsbehandling, berikad kost",Ordination och uppföljning av berikad kost
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",DV139,"Nutritionsbehandling, specialkost","Ordination och uppföljning av behandling med specialkost (kost som fyller vissa kriterier med avseende på närings- och livsmedelssammansättning och som används vid specifika diagnoser). Specialkost är exempelvis dialyskost, fettreducerad kost, glutenfri kost, laktosreducerad kost och proteinreducerad kost. Utesluter: Nutritionsbehandling, individuellt anpassad kost (DV051)"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",GA014,Utprovning och underhåll av gastrostomi,"Inkl. gastrostomiknapp, gastrostomiport, gastrostomikateter t.ex. PEG"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",TJD00,Nasogastrisk eller nasogastroduodenal sond,"Utesluter: Nasogastrisk eller nasogastroduodenal sond, utförd med stöd av fasthållande, se XU024; Nasogastrisk eller nasogastroduodenal sond, utförd med stöd av fastspänning, se XU034"
Behandling/Åtgärdande,"Behandling relaterad till matsmältnings-, ämnesomsättnings- och endokrina funktioner",TJD20,Byte av gastrostomikateter,"Innefattar: T.ex. PEG (perkutan endoskopisk gastrostomi), Avlägsnande av gastrostomikateter"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,QF001,Bäckenbottenträning,Träning av bäckenbottenmuskulaturen genom muskelsammandragningar med eller utan elektrisk stimulering. ICF b620
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,QF002,Kontinensträning,"Träning i att hålla tätt mellan toalettbesök, t.ex. blåsträning. ICF b620"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,QF003,Inkontinensvård,Hjälp med att främja kontinens och att upprätthålla en hel hud i perineal-området. ICF b620
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,QF006,Peritonealdialys,Administrering och övervakning av dialysering med utbyte av dialysvätska in och ut ur bukhålan. ICF b620
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,QF015,Rådgivning och information om blåsdysfunktion,"Rådgivande samtal och information om blåsfunktion, samt påverkansfaktorer exempelvis kost-och vätskeintag, tarmfunktion, toalettvanor, urinvägsinfektion, hygien, övervikt, rökning, alkohol, kläder och omgivningen i relation till blåsdysfunktion. ICF b620"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK017,Spolning av urinblåsa,-
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK004,Byte av suprapubisk kateter/cystostomikateter,-
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK020,Spolning av urinkateter,Avser spolning av urinkateter. Se även DK017 Spolning av urinblåsa
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK021,Avlägsnande av urinkateter,"För insättande, se TKC20 Kateterisering av urinblåsa genom urinröret. Utesluter: Avlägsnande av suprapubisk kateter, se DK023"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK023,Avlägsnande av suprapubisk kateter/cystostomikateter,"Innefattar: Sutur och förband. Utesluter: Avlägsnande av urinkateter, se DK021"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK025,Spolning av pyelostomikateter,-
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK026,Spolning av uretärkateter,-
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK028,Skötsel av urinkateter,"Skötsel av urinkateter, exempelvis byte av påse, tappningskran eller av förbandsmaterial. Utesluter: Spolning av urinkateter, se DK020"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK029,Avlägsnande av uretärstent eller uretärkateter som slutar utanför kroppen,Innefattar även då utdragningstrådar utanför kroppen kan användas.
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK030,"Omläggning, tillsyn och skötsel av nefropyelostomi och nefropyelostomikateter","Utesluter: Inläggande, avlägsnande, justering, byte och spolning av nefropyelostomikateter"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,DK032,Skötsel och kontroll av urostomi,"Tillsyn, skötsel (exempelvis byte av förband, inspektion, tvättning och smörjning runt stomin) och kontroll av uretärokutaneostomi, uretäroenterokutaneostomi, uretroperineostomi, cystokutaneostomi och cystoenterokutaneostomi. Utesluter: Vid nefropyelostomi, se DK030"
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,GB005,Självkateteriseringsträning,Undervisning om självkateterisering (RIK) och självdilatation (RID)
Behandling/Åtgärdande,Behandling relaterad till funktioner i köns- och urinorgan samt reproduktiva funktioner,TKC20,Kateterisering av urinblåsa genom urinröret,"Innefattar: Dränage och kateterbyte. Utesluter: För avlägsnande av urinkateter, se DK021; För inläggande av suprapubisk kateter, se DK010"
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,QG003,Muskelfunktions- och styrketräning,"Behandling och träning av muskelstyrka och uthållighet med eller utan belastning, olika redskap eller aktiveringsapparater, inklusive tonusnormalisering, muskelidentifiering. ICF b730 - 740"
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,QG004,Träning av posturala reaktioner,"Träning av posturala reaktioner såsom upprätnings-, jämvikts-, balans- och skyddsreaktioner. ICF b755"
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,QG005,Koordinationsträning,"Behandling, inlärning och träning av balans mellan agonister och antagonister, huvudkontroll, balans, öga-handkoordination, koncentration. ICF b760"
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,QG007,Avspänningsträning,"Träning enligt olika metoder för avspänning/ avslappning. ICF b780, d240"
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,QG008,Aktiv eller passiv träning av muskel- och ledrörlighet,"Behandling med aktiva, aktivt avlastade eller passiva rörelser i syfte att bibehålla eller öka rörlighet samt stimulera till muskelaktivitet. ICF b710, b720"
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,QG009,Manuell muskel- och ledbehandling,"Manuell behandling eller manipulation av muskler och leder i form av exempelvis ledfrigöring. Innefattar: Traktionsbehandling. ICF b710, b720. Utesluter: Massage, se QB007. "
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,DN001,Avgipsning,Vid avgipsning och anläggande av nytt cirkulärt gips registreras dels avgipsningen och dels den nya gipset
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,DN003,Ortosbehandling,Ortosbehandling och ortostillverkning
Behandling/Åtgärdande,Behandling relaterad till rörelsefunktioner,DN009,Muskeltöj ,"Exempel: Splintbehandling, Stretching"
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QH001,Trycksårsprofylax,"Tryckavlastning genom lägesändringar, bruk av tryckutjämnande underlag, övervakning av hudkostymen. Anpassning av klädval, skor, sätt att ta i individen och kroppspositionering. ICF b810"
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QH008,Sårvård,"Sårvård omfattande övervakning, rengöring och bandagebyte av t.ex. operationssår, spolning av fistel, debridering av nekros. ICF b810,  b820"
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QH009,Ärrbehandling,Åtgärder som syftar till att förebygga och behandla abnorm ärrbildning och dess konsekvenser. ICF b820
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QH010,Hudrengöring,"Tvätt av huden i relation till hudens behov, eliminera kontakt med externa skadefaktorer. ICF b810, b840"
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QH011,Klådstillande behandling,"Avtvättning, lätta kläder/svalt sovrum. Mjukgörande behandling. Undvikande av uttorkning, stress, värme, alkohol, kryddor etc. som sänker klådtröskeln. ICF b840"
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,DQ017,Omläggning av sår UNS,Lokalisering ej specificerad
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,DQ020,Smörjning,"Avser situationer då patienten inte kan applicera hudläkemedel själv. Utesluter: Läkemedelstillförsel, kutan, se DT017"
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,DQ023,Vakuumbehandling av sår,Vacbehandling
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QAB10,Omläggning eller förbandsbyte i huvud-halsregion,-
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QBB10,Omläggning eller förbandsbyte på bål,-
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QCB10,"Omläggning eller förbandsbyte, övre extremitet",-
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,QDB10,"Omläggning eller förbandsbyte, nedre extremitet",-
Behandling/Åtgärdande,Behandling relaterad till funktioner i huden och därmed relaterade strukturer,TQX40,Avlägsnande av hudsuturer,-
Behandling/Åtgärdande,Behandlande åtgärder som kan förekomma till flera områden gällande kroppsfunktioner,DV005,Avlägsnande av dränage,-
Behandling/Åtgärdande,Behandlande åtgärder som kan förekomma till flera områden gällande kroppsfunktioner,DV067,Spolning eller tömning av dränage,T.ex. spolning av T-drän
Behandling/Åtgärdande,Behandlande åtgärder som kan förekomma till flera områden gällande kroppsfunktioner,DV150,Skötsel av dränage,"Övervakning av dränagets funktion och tecken på komplikationer. Skötsel av kringliggande vävnader, byte av förband, inspektion, tvättning och smörjning runt dränaget. Utesluter: Spolning eller tömning av dränage, se DV067"
Behandling/Åtgärdande,Stöd och träning i lärande och kunskapstillämpning,QJ002,Stöd och/eller träning av grundläggande lärande,"Lärande och träning av att härma, att repetera, att lära sig läsa, att lära sig skriva och att lära sig räkna och beräkna samt i att förvärva grundläggande färdigheter så som att hantera verktyg och mera sammansatta färdigheter som att spela ett spel. ICF d130 - d159"
Behandling/Åtgärdande,Stöd och träning i lärande och kunskapstillämpning,QJ003,Träning av att tillämpa kunskap,"Lärande och träning av att kunna vara uppmärksam, att tänka, läsa och att kunna skriva och beräkna samt lösa problem och fatta beslut samt kunna prioritera bland ett flertal uppgifter som behöver genomföras. ICF d160- d179"
Behandling/Åtgärdande,Stöd och träning i lärande och kunskapstillämpning,QJ004,Stöd och/eller träning i problemlösning,Träna med olika metoder för problemlösning. ICF d175
Behandling/Åtgärdande,Stöd och träning i kravhantering,QK001,Stöd och/eller träning i att företa enstaka uppgifter,"Information, undervisning och stöd samt träning i att genomföra handlingar som sammanhänger med de psykiska eller fysiska komponenterna i en enstaka uppgift såsom att påbörja en uppgift, planera tid och material. Genomföra och avsluta uppgiften. ICF d210"
Behandling/Åtgärdande,Stöd och träning i kravhantering,QK002,Stöd och/eller träning i att företa mångfaldiga uppgifter,"Information, undervisning och stöd samt träning i att genomföra enkla eller komplicerade och koordinerade handlingar som komponenter i mångfaldiga, integrerade och komplicerade uppgifter i följd eller samtidigt. ICF d220"
Behandling/Åtgärdande,Stöd och träning i kravhantering,QK003,Stöd och/eller träning i att genomföra daglig rutin,"Information, undervisning och stöd samt träning i att genomföra enkla eller samordnade handlingar för att planera och hantera tid och energi samt genomföra de aktiviteter som innefattas i dagliga rutiner under hela dygnet. ICF d230"
Behandling/Åtgärdande,Stöd och träning i kravhantering,QK005,Stresshantering,"Information, undervisning och stöd samt träning i att genomföra enkla eller sammansatta och samordnade handlingar för att klara av de psykologiska krav som ställs för att genomföra uppgiften. Innefattar att hantera ansvarstagande, stress och kris. ICF d240"
Behandling/Åtgärdande,Stöd och träning i kravhantering,QK007,Krishantering,"Interaktiv hjälpande process fokuserad på behov, problem och känslor. ICF d240"
Behandling/Åtgärdande,Stöd och träning i kravhantering,QK008,Stöd i sorgearbete,Hjälp med att gå igenom en sorgeprocess i samband med förlust. ICF d240
